Frame,Time_Seconds,Knee_Angle_Raw,Knee_Angle_SG,Hip_Angle_SG,Elbow_Angle_SG,Ground_Truth,Prediction
295,5.9,80.7272195932826,80.14193318082296,89.96040529515562,35.50677612352175,Standing,Squatting
296,5.92,81.37739591209423,81.48264650414853,90.93087421974398,35.23910568238703,Standing,Squatting
297,5.94,83.8961144103501,84.10241875433412,93.25965866038489,35.09445852310991,Standing,Squatting
298,5.96,84.92406161610717,87.34631975984585,96.26402110339255,35.25309416993364,Standing,Squatting
299,5.98,93.57211299174922,92.13838020665051,101.07883829490156,35.52334377365892,Standing,Squatting
300,6.0,95.46002641193341,96.96980728453073,106.04775091175289,35.678826653257914,Standing,Squatting
301,6.02,105.63060609987821,103.02099378892888,112.31039700339898,35.755674885635926,Standing,Squatting
302,6.04,108.04576393986953,109.11881671805138,118.46605862398151,35.41732919341063,Standing,Squatting
303,6.06,117.70972414095453,115.81379856217026,125.12074738060541,35.244626709191365,Standing,Squatting
304,6.08,118.59911845872408,121.24851771628848,130.4201491002438,33.96558048158615,Standing,Squatting
305,6.1,127.81397508624032,127.07550661128872,135.84259629063337,33.94464900271799,Standing,Squatting
306,6.12,131.32363182799963,131.36839173522472,139.77647658760193,34.293321627520626,Standing,Squatting
307,6.14,136.58074915132028,135.7808726261147,143.87965290741752,36.97515432319152,Standing,Squatting
308,6.16,138.2928394002958,139.03208910382625,146.9347054433242,41.399615135922495,Standing,Squatting
309,6.18,143.20270638322577,142.43484634293068,150.00925713057924,49.368452276097834,Standing,Squatting
310,6.2,144.15621281282196,144.85145745771348,152.10505262973416,59.12892360668895,Standing,Squatting
311,6.22,147.83917673306132,147.51771741616983,154.10678573849714,71.04237675339854,Standing,Standing
312,6.24,149.33562579578242,149.6765825657251,155.56522733730802,80.08284173805845,Standing,Standing
313,6.26,152.58181956322946,152.2296830021653,156.9888763750699,92.26804671363317,Standing,Standing
314,6.28,153.9494771209443,154.520709976325,158.07581929934756,101.35129452224946,Standing,Standing
315,6.3,157.712475332413,157.1585947620164,159.28504882772555,111.40027705174143,Standing,Standing
316,6.32,158.68781174327177,159.65207106122136,160.23292953894725,118.13905087438907,Standing,Standing
317,6.34,163.599902969863,162.54848353956902,161.43544321518047,124.76490445739815,Standing,Standing
318,6.36,164.6080285805053,165.22230214915302,162.42989851634314,129.23220584418118,Standing,Standing
319,6.38,168.34094591170992,168.3273272163812,163.5424638216676,133.70929262808616,Standing,Standing
320,6.4,170.71818371966856,171.1361560066434,164.46523963498734,136.80399163010802,Standing,Standing
321,6.42,174.63951647924628,174.00923714465182,165.337525161624,139.96859514432848,Standing,Standing
322,6.44,176.00294408202865,176.61092200916585,166.23262750903314,142.69150002633302,Standing,Standing
323,6.46,179.79883695096177,179.35294931219178,167.09635138604222,145.54845377033453,Standing,Standing
324,6.48,179.4249092624892,178.68702971826585,167.48931641137534,147.95624183613828,Standing,Standing
325,6.5,176.88982967318273,177.03639703830984,167.5860367624862,150.17193086739704,Standing,Standing
326,6.52,175.20502492515774,175.97914378126367,167.25890716933134,151.84746423978058,Standing,Standing
327,6.54,174.78366391894681,175.14322017895526,166.8027450209587,153.59223705516777,Standing,Standing
328,6.56,175.6126203627678,174.79848203297271,166.0901767275244,155.16305149828094,Standing,Standing
329,6.58,174.41927241148213,174.45118014474866,165.4228117127538,157.04567199722158,Standing,Standing
330,6.6,174.79143142406318,174.54924454414478,164.67087081594366,158.7628385942212,Standing,Standing
331,6.62,174.43163951154264,174.78782169928175,164.01541981395812,160.52400015365563,Standing,Standing
332,6.64,174.5657240321417,174.85235429077196,163.8349936761794,162.20415551717795,Standing,Standing
333,6.66,174.98835395662348,174.8716976849669,163.6781867880286,163.64691423219602,Standing,Standing
334,6.68,175.43305438194483,175.05054315962505,163.45949469582683,164.98529467456822,Standing,Standing
335,6.7,175.51859168516975,175.00956022250648,163.41236640705245,166.09317852556282,Standing,Standing
336,6.72,174.6545546268763,175.11356108271102,163.24952231614043,166.91270831153284,Standing,Standing
337,6.74,174.98835395662348,175.1877128789149,163.10283460478672,167.52527020806033,Standing,Standing
338,6.76,174.98835395662348,175.17949797006287,163.0374166978578,167.7677376015119,Standing,Standing
339,6.78,174.98835395662348,175.15871076067074,162.85561201194406,168.12134316987303,Standing,Standing
340,6.8,175.85498753575118,175.19970600304958,162.68909948693755,168.3145678619556,Standing,Standing
341,6.82,175.43305438194483,175.2540581065735,162.55704192095303,168.405675308808,Standing,Standing
342,6.84,174.98835395662348,175.2962122329597,162.50161832431024,168.41919952875995,Standing,Standing
343,6.86,175.0359760818892,175.2960911152526,162.50330073915225,168.4284597814162,Standing,Standing
344,6.88,175.12480667662282,175.16943087041923,162.59299872529277,168.40406384169884,Standing,Standing
345,6.9,175.12480667662282,175.00975254825065,162.7806161411306,168.13413848796583,Standing,Standing
346,6.92,175.56621381043428,174.97095413961537,162.92876608686296,168.01510205308838,Standing,Standing
347,6.94,174.699073483112,174.94124275684746,163.24104646719178,167.65585100015326,Standing,Standing
348,6.96,174.5657240321417,174.9226792586003,163.53019348477528,167.15262024810298,Standing,Standing
349,6.98,175.01042445746916,174.91339333346724,163.74304169368997,166.56391588598228,Standing,Standing
350,7.0,175.01042445746916,174.92921937816362,164.0777282016765,165.96517232420172,Standing,Standing
351,7.02,175.37295935286187,175.1389808170503,164.25720937632272,164.57173101312492,Standing,Standing
352,7.04,175.79558927733115,175.59519308416407,164.3811196207944,162.87387816869347,Standing,Standing
353,7.06,176.08227055649394,176.43316183354958,164.37301894814573,160.2666681712875,Standing,Standing
354,7.08,177.0901090073701,177.36574728580175,164.32981993760274,156.82642284484967,Standing,Standing
355,7.1,179.03431167296304,179.03253406326164,163.96708478916665,152.41863980965064,Standing,Standing
356,7.12,179.23794871472467,179.00808541673808,163.43292273514203,147.59735128747963,Standing,Standing
357,7.14,175.8332173623618,176.23862956849504,162.59094656541518,140.99196820744007,Standing,Standing
358,7.16,174.32735869766853,173.21050829132332,161.52488536325504,133.2481564931078,Standing,Standing
359,7.18,169.0193499896204,169.74918412526662,160.31241415277077,124.02855291735582,Standing,Standing
360,7.2,167.13313685252885,166.45180271521087,159.21620938912812,114.14939159723109,Standing,Standing
361,7.22,161.72682706566533,163.20870197954991,158.03906607896255,103.20608952149713,Standing,Standing
362,7.24,160.7221077805939,160.3394929508257,157.15649550439798,92.37165866293962,Standing,Standing
363,7.26,156.29631904442104,157.35110114991966,156.13535442749904,80.98969131181697,Standing,Standing
364,7.28,156.20749702165708,154.9597630735967,155.36961952310827,70.46522124349379,Standing,Standing
365,7.3,152.4856346829806,152.28162897598423,154.30361830486464,58.98945859386238,Standing,Standing
366,7.32,150.42486236294812,150.2252534684824,153.50073946379547,50.672684201517505,Standing,Standing
367,7.34,146.47347849839585,147.76894170427317,152.34944364494828,43.82292601287323,Standing,Standing
368,7.36,145.90494851596375,145.8128888471374,151.45977813543502,40.28516883089826,Standing,Standing
369,7.38,142.64007871664603,143.21054027851835,149.9650726635753,38.15890085677095,Standing,Squatting
370,7.4,142.81529354668254,141.20013779604534,148.54948286787715,38.0371746647193,Standing,Squatting
371,7.42,138.54845141009125,138.8295434287712,146.55564383353357,37.497470519504276,Standing,Squatting
372,7.44,137.26475454814727,136.62772522109316,144.4820447312165,37.807053936581696,Standing,Squatting
373,7.46,131.81533254802437,133.7333058952696,141.57639871587392,37.65606378525645,Standing,Squatting
374,7.48,131.81533254802437,130.867675813663,138.52177450053318,37.705101010156625,Standing,Squatting
375,7.5,126.92603493739576,127.06891204598263,134.65077620153227,37.768352041314735,Standing,Squatting
376,7.52,124.71074361306265,123.97638630824137,131.52135622219694,38.31093309356123,Standing,Squatting
377,7.54,119.35878746397916,120.25448624700277,127.73217372911112,38.24139768561115,Standing,Squatting
378,7.56,116.61682055938435,117.2492500005297,124.83733006206175,38.750446290298115,Standing,Squatting
379,7.58,112.78910527166514,113.39170785394506,121.13325573636641,38.91955989355649,Standing,Squatting
380,7.6,112.45312326659236,110.54644238131489,118.41352146627679,39.281191120804344,Standing,Squatting
381,7.62,106.750264504993,107.20052044251192,115.12869863131708,39.663483042727584,Standing,Squatting
382,7.64,105.26471277184534,104.37106291991849,112.28120018669222,40.40012639510962,Standing,Squatting
383,7.66,99.60764206578743,101.20555464522373,109.09643674163169,40.690472433419124,Standing,Squatting
384,7.68,99.1914572826221,98.22054148745327,105.9462280501319,40.95250210090039,Standing,Squatting
385,7.7,94.15372317720713,95.3572706405552,102.93122354298586,41.361515769310934,Standing,Squatting
386,7.72,94.15372317720713,93.36711300195755,100.67573318399175,41.63754397426452,Standing,Squatting
387,7.74,90.98326775019538,91.44556327007177,98.47869185383102,41.82242447638244,Standing,Squatting
388,7.76,90.10649760879066,90.01257757767321,96.93587366794156,42.553791585893336,Standing,Squatting
389,7.78,89.03743590219314,88.6402694137582,95.57040099746197,42.93159841568388,Standing,Squatting
390,7.8,87.81732596924647,87.74295691733845,94.71400822640864,43.4185649938383,Standing,Squatting
391,7.82,87.00085936940675,86.92478398155333,93.98996997296427,43.72453982912125,Standing,Squatting
392,7.84,86.00171441845508,86.66948689079558,93.90402442997517,43.855108666874706,Standing,Squatting
393,7.86,87.02406859060844,86.54627589130818,94.01664057520671,43.69900240168923,Standing,Squatting
394,7.88,86.00171441845508,86.42076463471217,93.98013610089544,43.54931229391375,Standing,Squatting
395,7.9,88.03904511527092,86.79245679139939,94.29441102537476,43.232246902129035,Standing,Squatting
396,7.92,88.03904511527092,87.40486988617596,94.88611128535112,42.9108136258157,Standing,Squatting
397,7.94,89.04609377525168,89.32368551993665,96.94389869948436,42.61347004129892,Standing,Squatting
398,7.96,90.04469248665559,92.02001123088097,99.89988598738765,42.45901809598847,Standing,Squatting
399,7.98,95.3868423449166,96.30582621949515,104.38804134766991,42.430888924603,Standing,Squatting
400,8.0,99.93900571490002,100.94435476607053,109.36917348254025,42.375542897016004,Standing,Squatting
401,8.02,108.28380765163837,106.39672215543949,115.30968194309041,42.514271732842495,Standing,Squatting
402,8.04,112.3620156614426,111.65995398471284,120.92532560622921,42.35834432880259,Standing,Squatting
403,8.06,118.19356756035843,117.12467585278542,126.65654050369278,43.1992822490012,Standing,Squatting
404,8.08,120.76530583792541,121.34002421623525,131.1027985392115,43.716564327188,Standing,Squatting
405,8.1,125.76556347098277,126.06613032319133,135.92536660414768,45.32214362577938,Standing,Squatting
406,8.12,129.98819189353569,130.53994635644452,140.59116139691935,46.88038436555933,Standing,Squatting
407,8.14,135.45086892627452,135.21506832548795,145.3973323759167,49.33191598667768,Standing,Squatting
408,8.16,137.9316637041123,139.41624965062118,149.5680520295294,52.26308362192747,Standing,Squatting
409,8.18,144.73722325471527,143.2824278740668,153.15237141195945,56.99623086666862,Standing,Squatting
410,8.2,146.39576449726556,146.44610990512726,156.03816281285822,62.146934799186326,Standing,Standing
411,8.22,149.56373470747513,149.39630300282093,158.4715162156532,68.47440723356843,Standing,Standing
412,8.24,151.54560820766713,151.87370432953574,160.2084177806628,74.29089561977487,Standing,Standing
413,8.26,154.07223655482431,154.40121977092448,161.74972478754228,80.92624920100627,Standing,Standing
414,8.28,156.6946437031723,156.76802735447538,163.07095863189463,85.80453435387294,Standing,Standing
415,8.3,159.90569323909187,159.47666743428522,164.43435550039135,91.41507360683465,Standing,Standing
416,8.32,161.03935846688083,161.75254413670322,165.64011342457476,95.73402398085145,Standing,Standing
417,8.34,164.6932540438081,164.2216246434412,166.68924790271132,100.56917406366136,Standing,Standing
418,8.36,166.7840804305853,166.41433003621427,167.435393284653,104.84666680526668,Standing,Standing
419,8.38,168.62038534132458,168.51428464526694,167.868179761251,109.62768544722745,Standing,Standing
420,8.4,169.55961121656335,170.38279469319204,168.0436488439271,113.2251416163612,Standing,Standing
421,8.42,173.35321169113823,172.48227324096723,168.28951757462363,117.07273057634941,Standing,Standing
422,8.44,173.84595373105313,174.36355343285857,168.38473316273152,119.72627349341225,Standing,Standing
423,8.46,176.36982182026708,176.5560507349683,168.49886549276644,122.74087304257176,Standing,Standing
424,8.48,177.81765785233904,178.58663608606687,168.58727563393984,125.86323055408899,Standing,Standing
425,8.5,178.92042869372185,179.5735903153356,168.60384141772113,129.32143377186333,Standing,Standing
426,8.52,177.97977634931433,178.12336479544015,168.55623704365576,132.8184293007364,Standing,Standing
427,8.54,176.10698124458,176.99234240981937,168.18637618736378,136.49040535679381,Standing,Standing
428,8.56,176.72082522538602,176.3479285002848,167.6214957915323,140.40317448101501,Standing,Standing
429,8.58,175.840812833601,175.96249419403847,166.77841447742102,144.29930049705393,Standing,Standing
430,8.6,175.91794871810473,175.9554297712487,165.76471960378902,147.35808727544708,Standing,Standing
431,8.62,176.8201698794887,175.90757359546552,164.9175734446749,150.12165519732005,Standing,Standing
432,8.64,175.59304550419512,175.9510663856991,164.14740376517105,152.12575707607112,Standing,Standing
433,8.66,175.70656927022642,175.83245224519004,163.61822866443325,154.10917299750332,Standing,Standing
434,8.68,175.85150253839612,175.8500888207136,163.24961015744216,155.69948308746936,Standing,Standing
435,8.7,175.76041234565145,175.7772907577387,163.04740596029987,156.9972525012019,Standing,Standing
436,8.72,175.76041234565145,175.79622201858209,162.9538909989131,157.70758931551248,Standing,Standing
437,8.74,175.85150253839612,175.89598150036755,162.94315049351988,158.29759267897802,Standing,Standing
438,8.76,175.90617406712997,175.8247098774384,163.03614125734507,158.7642199688088,Standing,Standing
439,8.78,175.90617406712997,175.7048013291074,162.99798709496577,159.0787999920018,Standing,Standing
440,8.8,175.9958270587804,175.63857290135576,162.97206816973159,159.2249809846927,Standing,Standing
441,8.82,175.10324492538933,175.60811919242633,162.98089129419353,159.45426438485197,Standing,Standing
442,8.84,175.39663450682974,175.58084831194242,163.06956024312166,159.6588283886301,Standing,Standing
443,8.86,175.54439716621602,175.71609849112633,163.03504901711315,159.8773000145016,Standing,Standing
444,8.88,175.9958270587804,175.79670785197706,162.9746562333119,160.09191215349418,Standing,Standing
445,8.9,176.08407616806034,175.91087740867397,162.90639819689815,160.16492060559094,Standing,Standing
446,8.92,176.08407616806034,176.1234909721858,162.8210084697805,159.95628265731474,Standing,Standing
447,8.94,176.46640648605697,176.12754464155125,162.9104438427667,159.5555718008134,Standing,Standing
448,8.96,175.5813636175439,176.1386529396747,162.89512284301284,158.79157353894757,Standing,Standing
449,8.98,176.0294046393272,175.99317349106298,163.0639712049718,157.4836060068089,Standing,Standing
450,9.0,176.0294046393272,175.76519180770012,163.37185134089512,155.98872920383724,Standing,Standing
451,9.02,175.45275536512403,175.3935372639879,163.9634959645463,153.36350966803172,Standing,Standing
452,9.04,175.45275536512403,174.8680729201704,164.82758040540853,150.30641288868156,Standing,Standing
453,9.06,174.44844339660733,174.64279169130515,165.55727292789274,146.76941199767137,Standing,Standing
454,9.08,174.18011152179554,174.3888774608031,166.34684302158274,143.52015867070259,Standing,Standing
455,9.1,173.99585465474263,174.56273952426324,167.04913686291582,139.68763911668876,Standing,Standing
456,9.12,174.55630415840395,175.03329338364884,167.63853865285304,136.12714402826478,Standing,Standing
457,9.14,176.50216489262553,175.8505905795241,168.03890764597122,131.83084194500987,Standing,Standing
458,9.16,176.79044423110446,177.00278435038035,168.33752061791694,127.13715843506812,Standing,Standing
459,9.18,178.78702196906215,178.24851584596826,168.8012898782836,121.86488111806042,Standing,Standing
460,9.2,179.34359954172552,179.6551804732477,169.15508173253514,116.58743566245599,Standing,Standing
461,9.22,178.79912478284592,178.96070460578454,169.738986172845,110.32950173048218,Standing,Standing
462,9.24,177.7914522172509,177.59309167399476,170.2928750558208,104.52225011151356,Standing,Standing
463,9.26,176.17684932489522,176.00871897644782,170.58831587832836,97.71193277909663,Standing,Standing
464,9.28,174.24101370817158,174.49797775360076,170.63702773205324,91.61984197269291,Standing,Standing
465,9.3,172.89789508788002,172.8255906594184,170.44520595462185,84.76156092424554,Standing,Standing
466,9.32,171.274690345411,171.30168054037645,170.1337824099989,78.2746994410335,Standing,Standing
467,9.34,169.738625282483,169.8145734293687,169.60767115062407,71.34777331946101,Standing,Standing
468,9.36,168.4676887031983,168.62274212998565,169.2262241717561,64.8189429402671,Standing,Standing
469,9.38,167.14949824431847,167.51355796091144,169.04465774218892,59.7493042427226,Standing,Standing
470,9.4,166.38669997785397,166.38763019068574,168.7516979338574,56.72105225533281,Standing,Standing
471,9.42,165.56203985760843,165.1718975467563,168.6156534736818,53.947136513060045,Standing,Standing
472,9.44,164.6764624315475,164.02265618208432,168.36599379558422,53.05314782976066,Standing,Standing
473,9.46,162.4847344603988,162.67816844798273,168.10758671530024,52.61935909647608,Standing,Standing
474,9.48,161.05162633561227,161.423129450024,167.76291727781629,52.707426867369975,Standing,Standing
475,9.5,159.32438176471572,159.77988031391308,167.15237572611525,52.76923344806528,Standing,Standing
476,9.52,158.94759620891998,158.19921207901055,166.47348489274532,52.71805974774853,Standing,Standing
477,9.54,156.54703219549563,156.71971047138294,165.73703969428388,53.0557405660059,Standing,Standing
478,9.56,156.00875259766627,155.50513543681092,165.00216794066694,52.91421864400724,Standing,Standing
479,9.58,152.51607254758488,153.93813765487462,163.8653730779827,53.544567924724745,Standing,Standing
480,9.6,152.94478776218725,152.38965751380985,162.56396637095693,53.60080746917648,Standing,Standing
481,9.62,151.34654701059824,150.73974057838126,161.04959401976785,54.41408534885859,Standing,Standing
482,9.64,149.97105667970771,149.75539938131612,159.83476982798516,55.076432959803306,Standing,Standing
483,9.66,146.73308415621844,148.61890225424418,158.60721314768767,55.52377019073884,Standing,Standing
484,9.68,148.058243394662,148.02906918041268,157.8451102616727,55.508628585911566,Standing,Standing
485,9.7,146.58163049815553,146.888209827478,156.55146991352913,55.763374022606044,Standing,Standing
486,9.72,147.7449335240646,146.02672921330893,155.49301942411384,55.561360686279045,Standing,Standing
487,9.74,143.76208807851825,144.2782070801132,153.69454338846145,55.925410624428125,Standing,Squatting
488,9.76,143.00914029681422,141.9977500563579,151.43138953224548,55.86395426399685,Standing,Squatting
489,9.78,138.43820365846076,138.67205140348918,148.27990312045824,56.202278096692666,Standing,Squatting
490,9.8,135.6256700690627,135.12290222923687,144.85357801603442,56.33490706987691,Standing,Squatting
491,9.82,128.43636525476967,130.47559545607416,140.24248779597266,57.08500322719563,Standing,Squatting
492,9.84,127.35706980708781,126.65682681313346,136.38871689364674,57.24725973984004,Standing,Squatting
493,9.86,124.02395523530366,122.8047486849703,132.5751335628287,57.69363986169101,Standing,Squatting
494,9.88,119.38813860049027,119.60036345493516,129.34544486084218,57.627027712370946,Standing,Squatting
495,9.9,115.44843670983761,116.66634529720163,126.22571907133619,57.78173452606419,Standing,Squatting
496,9.92,115.44843670983761,114.6851238002906,124.16493021763664,57.604208033000724,Standing,Squatting
497,9.94,112.8746798498197,112.97655194704046,122.32346016395267,57.625986777935374,Standing,Squatting
498,9.96,110.84448835464501,111.93779312211856,121.22508387106527,57.31907229555944,Standing,Squatting
499,9.98,111.48643101064972,111.6127889282475,120.6082123658139,57.10823070586295,Standing,Squatting
500,10.0,112.19961964566332,111.32841139938758,120.05526569101089,56.677277375758216,Standing,Squatting
501,10.02,112.26888125090892,111.10438530044077,119.64724643610923,56.33539564484418,Standing,Squatting
502,10.04,110.91513662896801,111.05988678025011,119.46795486876253,56.13831670509408,Standing,Squatting
503,10.06,112.33122701467386,111.587899236192,120.01707006653238,56.063658038184435,Standing,Squatting
504,10.08,111.70839693891024,112.10889675836573,120.50879715956881,55.69049721951353,Standing,Squatting
505,10.1,114.49313817826045,114.73516592362074,123.00843749548045,55.477804955622375,Standing,Squatting
506,10.12,116.80337131804072,119.04099816284084,126.96474959017142,55.51966371965298,Standing,Squatting
507,10.14,124.77495261532356,125.5155800485775,132.89279443110277,55.77028276612208,Standing,Squatting
508,10.16,130.65103055207086,132.28828562660888,139.06530135329072,56.06825678627997,Standing,Squatting
509,10.18,142.34079954978355,140.27279924326285,146.4242001135595,56.89690249563452,Standing,Squatting
510,10.2,148.13053685515274,146.26534802943215,152.0313729562345,57.897920737265736,Standing,Standing
511,10.22,152.13299615006784,151.62448375354015,157.15636561073208,58.90558194207346,Standing,Standing
512,10.24,156.33076227695872,155.65451760198297,161.24741929101722,59.780360781563104,Standing,Standing
513,10.26,158.91379470363592,159.26205217186535,165.15465302033263,61.30179336476805,Standing,Standing
514,10.28,158.91379470363592,161.63425737720542,167.87469676502073,62.430793055540136,Standing,Standing
515,10.3,163.79209814414554,163.50907263275113,170.19696957014327,64.62522497321419,Standing,Standing
516,10.32,166.00032363272166,165.18788385253578,172.18921679898594,67.02156785003108,Standing,Standing
517,10.34,167.73411887149726,166.51769342117834,173.80901276767355,70.24651264362633,Standing,Standing
518,10.36,166.75613110478915,167.59039092120892,175.20934845012354,73.15096428102308,Standing,Standing
519,10.38,167.84339350177572,168.4839040730757,176.30388510361337,76.97297552927003,Standing,Standing
520,10.4,169.5074904262464,169.1396513606141,177.0357091884561,80.50026714749376,Standing,Standing
521,10.42,170.23829390042937,169.98777799447222,177.51741425244654,84.2760456167543,Standing,Standing
522,10.44,170.31183079745375,171.11552096660927,178.15613337736343,87.61389555716754,Standing,Standing
523,10.46,172.60888352137042,172.30821625159643,178.4000150384476,91.70879680134644,Standing,Standing
524,10.48,173.7175079113054,173.60202152440553,178.50005693148617,95.18452262289574,Standing,Standing
525,10.5,175.1972564177873,174.8411212449255,178.47191851247362,99.35890058469235,Standing,Standing
526,10.52,176.35620142256,176.3425837535383,178.57553309310597,103.30965123223304,Standing,Standing
527,10.54,176.90527411048805,177.75682150228022,178.36472187292472,107.88409013619618,Standing,Standing
528,10.56,179.688718682831,178.97927067906662,177.96011367294483,112.38802972644123,Standing,Standing
529,10.58,179.79714402307232,179.6997996737316,177.3036652334,116.97711185458853,Standing,Standing
530,10.6,177.66660504619514,178.08817248537912,176.88221604724703,121.13298170899384,Standing,Standing
531,10.62,177.05662142217093,176.31282397141385,176.42637651379093,125.05099303283065,Standing,Standing
532,10.64,174.97255961367526,174.4428269558584,176.2699962964169,128.22507733229975,Standing,Standing
533,10.66,172.86239670469874,172.838049550067,175.880308617612,130.52340516121063,Standing,Standing
534,10.68,170.1726647679034,170.87569074431252,175.99951710579407,131.80318849240427,Standing,Standing
535,10.7,169.42200734316825,169.43221246847747,176.00004159969515,132.51622474650205,Standing,Standing
536,10.72,168.41926286120986,168.30274412823218,176.07816253139728,132.6229230683254,Standing,Standing
537,10.74,167.6325551667125,167.64098709953063,176.05515986270578,132.17934748646857,Standing,Standing
538,10.76,166.3997930043851,167.53592869849365,175.9089851551569,131.5360251597471,Standing,Standing
539,10.78,168.45484328776237,167.73162268375557,175.6825787857812,130.1636508683821,Standing,Standing
540,10.8,168.30528982147212,168.16722395760618,175.7083638679555,128.72072125696076,Standing,Standing
541,10.82,168.2222208734033,168.67947250666674,175.80584536823443,127.07362298629438,Standing,Standing
542,10.84,169.65230600539326,169.1898455096117,176.0297514367407,125.6929779645954,Standing,Standing
543,10.86,169.41870516220402,169.60365080264967,176.15411292352368,123.83297048661446,Standing,Standing
544,10.88,170.37438939615137,169.63477858840582,176.60670319782335,122.38380280737438,Standing,Standing
545,10.9,169.52484564090074,169.8572697923335,176.84453339330642,120.8953422092528,Standing,Standing
546,10.92,169.91994375871255,170.00026579478651,176.98245049066293,119.57608424949052,Standing,Standing
547,10.94,169.9233601190621,170.05874765537024,177.1723735249782,117.945188188659,Standing,Standing
548,10.96,169.94566439983072,170.3228835200889,177.1356148832524,116.59535971748947,Standing,Standing
549,10.98,170.78083499412887,170.4044234332515,177.11085433401766,114.93733485989831,Standing,Standing
550,11.0,170.7842513544782,170.71796442916073,176.8931344704139,113.6342815691958,Standing,Standing
551,11.02,171.1762040874293,170.94104571529084,176.60142217904846,111.57251099682091,Standing,Standing
552,11.04,171.24032760349186,171.21450636344375,176.24086331004307,109.41717809838524,Standing,Standing
553,11.06,170.84422960460194,171.6049545843556,175.81901582360283,106.79187443082527,Standing,Standing
554,11.08,172.06788407646764,171.79801067459454,175.67564201386688,104.40738271979588,Standing,Standing
555,11.1,172.12851450834745,172.06492598163058,175.49828347247657,101.86399712866952,Standing,Standing
556,11.12,172.57090647967988,172.4315399757036,175.31902682777178,99.47069288941168,Standing,Standing
557,11.14,173.01473814752538,172.64141160201126,175.29291686931535,97.3901216883083,Standing,Standing
558,11.16,172.13690566208655,172.93588892549988,175.14830831837702,95.92723524325952,Standing,Standing
559,11.18,173.0280906943578,172.88224034824694,175.11760843736576,94.87788091312763,Standing,Standing
560,11.2,173.30627974927356,172.788280173205,175.08250198951944,94.29472806187849,Standing,Standing
561,11.22,172.14699946305376,172.49814548835795,175.1009284106699,93.45390535856583,Standing,Standing
562,11.24,172.92648460398388,172.13089191325489,175.1344987110793,92.75344587586417,Standing,Standing
563,11.26,171.25383773724366,171.79202237053406,175.23004558638033,91.89367529181264,Standing,Standing
564,11.28,171.19320730536361,171.36672778151092,175.37450997809626,91.19677187111434,Standing,Standing
565,11.3,170.73547601467493,170.9979968952424,175.57497366342858,90.3324203518649,Standing,Standing
566,11.32,170.73547601467493,170.77639180881025,175.84220112029868,89.8078620965222,Standing,Standing
567,11.34,170.73547601467493,170.40460455888567,176.14126231345716,89.60772581391765,Standing,Standing
568,11.36,170.67046035710987,170.32350759883272,176.22593793729732,89.863732182722,Standing,Standing
569,11.38,169.82480727756223,170.13172303381964,176.52490839915774,90.22015045368542,Standing,Standing
570,11.4,169.82480727756223,170.141913804482,176.58983332677616,90.18015600693225,Standing,Standing
571,11.42,169.42771417357295,169.90318325832223,176.9943762333319,90.15839403225827,Standing,Standing
572,11.44,169.82480727756223,169.64403100322468,177.35550307168813,90.34908358206278,Standing,Standing
573,11.46,169.3841859531918,169.02264506677378,178.43655768989632,90.46602201327825,Standing,Standing
574,11.48,168.98709284920196,168.19213638802566,179.9498356591881,90.73709246139055,Standing,Standing
575,11.5,166.4461553547813,166.80975553117554,177.4783060210479,90.67928639087162,Standing,Standing
576,11.52,165.56126935197625,165.20171910934616,174.6108592836646,90.63664524839814,Standing,Standing
577,11.54,162.5538102596942,163.2500770338641,171.20936851545002,90.67929039118543,Standing,Standing
578,11.56,161.24548257364373,161.18302512614466,167.54224594580035,90.24680987141356,Standing,Standing
579,11.58,158.62051081696353,158.78529406310085,163.3262102701196,90.03055189292688,Standing,Standing
580,11.6,157.24847911362508,156.51498179585633,159.50872472905058,89.900863915856,Standing,Standing
581,11.62,154.21881480550232,153.900311377118,155.39524349114953,91.52593458870847,Standing,Standing
582,11.64,151.55512813442795,151.6287933381913,152.00888412017514,94.32618310917617,Standing,Standing
583,11.66,148.14294438100396,149.30909733237885,148.41905406999473,97.43018774234407,Standing,Standing
584,11.68,147.42182242733188,147.40769339045173,145.46061119977412,99.85555220013936,Standing,Standing
585,11.7,144.75493041860338,145.39216041037128,142.36836907089605,100.91286669267826,Standing,Standing
586,11.72,144.80609275984645,143.97080645463473,139.95113887502254,100.14633030154974,Standing,Squatting
587,11.74,142.38865841939324,142.28503505102378,137.19117234370012,98.02170854900679,Standing,Squatting
588,11.76,141.2125425062918,140.88114279403595,134.75181709106775,94.78488519646757,Standing,Squatting
589,11.78,137.73272745382934,138.68702702439262,131.626314210273,92.1578555767231,Standing,Squatting
590,11.8,137.49865612071594,136.39854907840285,128.79801194151923,90.48330270121839,Standing,Squatting
591,11.82,132.51612386180514,133.46326324618855,125.60597603942274,89.60166253496422,Standing,Squatting
592,11.84,131.94535002428466,130.48561601888397,122.70960765609549,89.5830559024233,Standing,Squatting
593,11.86,125.52844530646934,126.62877718691398,119.14725538394558,89.18611572679553,Standing,Squatting
594,11.88,123.83659102393553,123.07567928681107,116.0379705688552,88.93821457257847,Standing,Squatting
595,11.9,118.61500316376996,118.80499263338879,112.08710329167788,88.25615489705423,Standing,Squatting
